"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
44,592626,"Pederson, Joc",591,7.4,0,0,0,0,0.462,0.475,0.042,0,3,79.9,-26.5,2286,88.2,87.88,1,7,37,-0.29999999999999716,6.21,115,147,116,149,292,328,305,"-1.209","1.209","47.7","5.4",9,2,0,0,0,0,1,11.1,6,66.7,2.53045,0.46091,0.51,0.51,"88.9",101,0,0,0,5.69,2,-0.08,2.35,0.667,0,"2.747727273",0.681,0.043,"-2.747727273",-0.042,-0.014000000000000012,-0.043,-0.013,14.3,"38.4",-24.645868055778866,-14.496277740782828,37.33149328732162,0,41.59948576459397,16.06204935577294
67,670541,"Alvarez, Yordan",490,13.7,0.333,0.333,0.364,0.667,0.456,0.474,0.347,5,15,91.9,18.1,2372,87.5,87.09,7,33,34,-0.4000000000000057,6.21,120,147,130,153,292,328,300,"-1.352","1.352","75.1","7.8",17,12,2,2,0,1,3,17.6,2,11.8,2.37791,0.65448,0.12612,0.12612,"91.2",170,25,16.666666666666664,11.76470588235294,6,1.58,-0.48,2.12,0.412,2,"2.017910448",0.424,0.715,"-2.017910448",-0.014,-0.01200000000000001,-0.048,-0.018,21.2,"43.6",12.296792276339767,-6.84350108253919,34.33977196505746,0.45454545454545453,39.549037636807704,39.487408939341826
388,673548,"Suzuki, Seiya",1405,27.6,0.308,0.359,0.327,0.667,0.443,0.466,0.338,24,78,94,20.1,2220,87.7,87.61,28,152,236,-0.10000000000000853,6.3,106,151,124,147,301,321,290,"-10.697","10.697","70.1","6.9",90,57,12,4,0,8,22,24.4,11,12.2,2.44557,0.57661,0.49111,-0.49111,"92.9",197,52.63157894736842,21.052631578947366,13.333333333333334,5.74,2.25,0.12,2.31,0.389,12,"2.756958763",0.42,0.698,"-2.756958763",-0.03,-0.030999999999999972,-0.031,-0.023,18.4,"37.0",4.6608890378349415,4.422151678926676,31.187803493943846,0.4097222222222222,37.37594080938192,30.951133384123963
147,678662,"Tovar, Ezequiel",507,29,0.25,0.125,0.333,0.375,0.307,0.46,0.382,8,32,90.4,11.5,2139,87.9,88.29,25,90,57,0.3999999999999915,6.43,110,150,118,147,306,328,292,"0.409","-0.409","68.5","7.3",35,22,6,1,0,1,10,28.6,3,8.6,2.50653,0.48769,0.49388,-0.49388,"91.7",183,40.909090909090914,13.636363636363635,8.571428571428571,5.73,2.09,0.25,2.41,0.314,3,"-0.278231293",0.435,0.649,"0.278231293",-0.132,-0.121,-0.274,-0.153,27.8,"35.3",6.912524705597103,7.315425719695371,35.782005870577066,0.4069767441860465,35.132516126428925,26.383320987012592
205,667472,"Myers, Dane",634,32.3,0.382,0.218,0.422,0.6,0.446,0.456,0.393,21,55,93.1,7.5,2168,89.4,89.37,16,94,111,0,6.47,103,150,117,145,302,316,287,"-4.721","4.721","69.3","7.0",60,47,13,6,0,2,8,13.3,4,6.7,2.2,0.71596,0.54438,-0.54438,"94.0",173,57.446808510638306,10.638297872340425,8.333333333333332,5.7,2.12,0,2.5,0.433,5,"2.302926829",0.443,0.621,"-2.302926829",-0.011,-0.010000000000000009,-0.021,-0.01,17,"38.0",8.3794277790196,2.305782596953047,29.34090733979764,0.5060240963855421,36.11508254928269,28.930380500427717
538,656941,"Schwarber, Kyle",1510,35.6,0.279,0.385,0.283,0.663,0.452,0.455,0.283,29,104,91.8,25.1,2307,87.8,87.93,61,202,336,0.10000000000000853,6.48,118,145,127,151,298,326,297,"-15.436","15.436","72.5","7.5",127,72,14,2,1,12,32,25.2,20,15.7,2.51963,0.49821,0.20223,0.20223,"94.6",183,56.94444444444444,18.055555555555554,10.236220472440944,5.82,2.05,-0.34,2.21,0.409,13,"2.869144981",0.413,0.684,"-2.869144981",-0.004,-0.0040000000000000036,-0.021,-0.003,30.2,"36.2",14.6116760657534,-4.270414855124565,29.41987485440974,0.6386138613861386,36.232945651181545,32.65900845771438
255,669257,"Smith, Will",1117,22.8,0.367,0.286,0.417,0.653,0.488,0.449,0.322,18,49,92,19.5,2132,87.5,87.77,17,86,169,0.29999999999999716,6.46,108,152,123,148,303,321,291,"-9.648","9.648","67.7","7.2",61,39,10,5,0,3,10,16.4,11,18,2.5109,0.51357,0.39475,-0.39475,"92.6",201,48.717948717948715,10.256410256410255,6.557377049180328,5.66,2.12,0.22,2.45,0.492,4,"3.783529412",0.456,0.595,"-3.783529412",0.045,0.035999999999999976,0.058,0.039,19.8,"36.6",11.032651182303276,3.113415087071135,33.86881527782846,0.5316455696202531,38.36787499106459,29.953017718925203
90,669720,"Hays, Austin",471,19.1,0.385,0.269,0.455,0.654,0.475,0.448,0.359,10,26,90.3,17,2166,86,86.02,17,52,38,0,6.35,110,152,123,148,301,324,293,"-3.527","3.527","72.2","7.2",30,22,5,3,2,0,4,13.3,3,10,2.76111,0.36844,0.32678,-0.32678,"93.0",155,50,13.636363636363635,10,5.76,2.03,-0.03,2.14,0.467,3,"3.918888889",0.444,0.601,"-3.918888889",0.026,0.02300000000000002,0.053,0.027,32.7,"38.4",15.827373896412714,-6.479645441432905,31.70984484538696,0.56,37.4550284937187,35.669369137401006
213,701358,"Smith, Cam",1020,20.9,0.268,0.366,0.333,0.634,0.433,0.442,0.28,11,41,91.8,19.2,2176,87.2,87.04,29,88,125,-0.20000000000000284,6.4,107,150,122,146,299,325,287,"-3.443","3.443","73.1","7.4",49,25,4,3,0,4,16,32.7,6,12.2,2.51202,0.55698,0.50693,-0.50693,"91.8",185,56.00000000000001,24,12.244897959183673,5.66,2.18,0.17,2.4,0.388,6,"1.616431925",0.398,0.659,"-1.616431925",-0.012,-0.010000000000000009,-0.025,-0.009,33,"35.7",9.023806223616118,-2.4354267290464326,38.12219447184216,0.4318181818181818,39.641794572543915,30.477918380153707
114,663330,"Jones, Jahmai",139,82,0.417,0.458,0.5,0.875,0.563,0.44,0.323,10,24,94,17.8,2199,88.7,88.96,12,53,61,0.29999999999999716,6.46,109,151,119,146,302,325,289,"-4.794","4.794","73.0","7.5",27,18,3,5,0,2,6,22.2,3,11.1,2.06088,0.88061,0.61708,-0.61708,"94.4",212,66.66666666666666,22.22222222222222,14.814814814814813,5.61,2.1,-0.13,2.5,0.481,4,"4.205263158",0.398,0.65,"-4.205263158",0.094,0.08299999999999996,0.225,0.123,22.6,"41.3",10.980865070037947,-1.7357437410767993,29.52150144822608,0.5490196078431373,39.27644465444309,29.675892355603697
65,693304,"Gonzales, Nick",290,22.4,0.286,0.333,0.313,0.619,0.38,0.434,0.33,6,21,93.6,9.7,2098,88.8,88.47,8,42,23,-0.29999999999999716,6.14,108,152,119,147,308,326,294,"-0.565","0.565","70.5","7.6",21,17,2,2,1,1,4,19,0,0,2.55108,0.39308,0.56415,-0.56415,"92.1",177,52.94117647058824,17.647058823529413,14.285714285714285,5.88,1.8,0.06,2.25,0.286,3,"0.869230769",0.33,0.708,"-0.869230769",-0.044,-0.04400000000000004,-0.089,-0.054,19,"39.7",8.71826795608157,0.7184594843838131,33.890810622094314,0.5,36.83994845210166,30.210243761002943
67,657136,"Wong, Connor",326,20.6,0.273,0,0.375,0.273,0.339,0.43,0.373,3,11,90.6,9.8,2231,89.4,89.5,5,24,43,0.09999999999999432,6.5,108,151,108,146,292,321,296,"-0.251","0.251","71.5","7.1",14,8,3,0,0,0,3,21.4,3,21.4,2.33657,0.57194,0.41239,-0.41239,"92.2",186,50,0,0,5.56,2.19,0,2.3,0.429,0,"0.374626866",0.507,0.455,"-0.374626866",-0.1,-0.07800000000000001,-0.182,-0.091,20.8,"35.3",9.132674935173597,3.1842721248189316,30.297680340870127,0.4583333333333333,38.334206353522,28.934796711340326
41,695734,"Lile, Daylen",262,15.6,0.1,0.3,0,0.4,0.207,0.428,0.376,1,10,82.8,26.7,2325,89.2,89.25,5,23,18,0.09999999999999432,6.34,123,149,107,151,280,313,300,"1.3","-1.3","67.0","6.8",10,7,0,0,0,1,3,30,0,0,2.01902,0.90625,0.31415,0.31415,"90.2",202,28.57142857142857,14.285714285714285,10,5.79,1.76,-0.16,2.42,0.1,1,"-3.170731707",0.376,0.63,"3.170731707",-0.276,-0.276,-0.23,-0.221,21.7,"41.8",6.7983645484095625,1.9101606298573608,35.57045741142684,0.4090909090909091,34.77612508752958,21.404637047249878
271,667670,"Rooker, Brent",1314,20.6,0.313,0.328,0.314,0.642,0.446,0.427,0.308,21,67,92.3,14.9,2127,86.6,86.49,34,125,146,-0.09999999999999432,6.4,108,151,123,147,308,330,298,"-7.231","7.231","71.3","7.2",78,56,9,7,0,5,11,14.1,11,14.1,2.63114,0.48279,0.48093,-0.48093,"93.3",171,41.07142857142857,14.285714285714285,10.256410256410255,5.76,2.41,0.11,2.37,0.41,8,"2.668265683",0.405,0.604,"-2.668265683",0.005,0.004999999999999949,0.038,0.019,27.2,"34.3",12.750932778720689,-6.619122772501683,37.1769020771545,0.38333333333333336,37.19455428875117,33.36622829208587
132,686948,"Baldwin, Drake",702,18.8,0.357,0.321,0.368,0.679,0.475,0.425,0.319,10,28,94.2,4.5,2353,88.8,88.47,11,60,72,-0.29999999999999716,6.23,116,148,124,153,293,323,304,"-5.686","5.686","71.7","7.1",32,22,7,0,0,3,6,18.8,4,12.5,2.46545,0.48068,0.24773,0.24773,"93.0",156,68.18181818181817,18.181818181818183,12.5,5.81,2.05,-0.05,2.36,0.438,4,"4.307575758",0.404,0.597,"-4.307575758",0.038,0.033999999999999975,0.082,0.05,18.3,"40.0",9.762516922762341,3.6651655492764648,29.944805565215667,0.5666666666666667,36.86031052728055,29.314309331428476
401,679529,"Torkelson, Spencer",1274,31.5,0.25,0.362,0.211,0.613,0.397,0.424,0.275,20,80,91.1,23,2142,87.1,87.11,45,171,230,0,6.37,108,152,123,146,301,325,296,"-7.316","7.316","71.2","7.7",96,65,7,5,0,8,18,18.8,13,13.5,2.51708,0.53559,0.43175,-0.43175,"92.4",191,46.15384615384615,15.384615384615385,10.416666666666668,5.67,2.21,0.08,2.27,0.344,10,"1.824438903",0.367,0.663,"-1.824438903",-0.025,-0.02300000000000002,-0.05,-0.027,26.3,"37.5",13.312171388969775,-5.739022086816839,38.57124681050898,0.4642857142857143,37.70719294754058,29.87222504422357
127,455117,"Maldonado, Martín",396,32.1,0.313,0.156,0.45,0.469,0.368,0.421,0.33,10,32,95.2,9.5,2182,87.6,87.28,20,55,72,-0.29999999999999716,6.37,110,151,119,147,296,320,293,"-2.847","2.847","69.3","7.4",35,21,7,2,0,1,11,31.4,3,8.6,2.45472,0.60552,0.43732,-0.43732,"93.0",155,47.61904761904761,14.285714285714285,8.571428571428571,5.84,2,0.01,2.2,0.371,3,"2.241732283",0.388,0.603,"-2.241732283",-0.017,-0.017000000000000015,-0.134,-0.053,36.4,"43.2",13.218126753292404,-1.9355377754814438,32.469487587447446,0.5283018867924528,38.11825859548914,33.96378304186439
99,663898,"Rodgers, Brendan",487,20.3,0.25,0.167,0.385,0.417,0.318,0.42,0.296,6,24,93.3,20.5,2272,87.8,87.73,18,51,48,-0.09999999999999432,6.47,105,150,122,146,299,323,287,"-0.823","0.823","71.9","7.2",26,14,4,1,0,1,10,38.5,2,7.7,2.37323,0.64232,0.31707,-0.31707,"92.6",161,64.28571428571429,28.57142857142857,15.384615384615385,5.74,2.4,0.11,2.38,0.308,4,"0.831313131",0.35,0.653,"-0.831313131",-0.046,-0.04199999999999998,-0.236,-0.102,35.3,"36.7",8.930554051169398,-2.8235173632647803,32.10780875507737,0.6470588235294118,37.74885724785577,32.59704085404634
212,663853,"Gonzalez, Romy",399,53.1,0.347,0.245,0.441,0.592,0.433,0.42,0.305,17,49,97,15.1,2137,86.7,86.47,33,102,110,-0.20000000000000284,6.27,107,150,120,147,293,323,298,"-6.057","6.057","73.6","6.8",55,36,10,4,1,2,13,23.6,6,10.9,2.50626,0.60441,0.48883,-0.48883,"94.0",188,66.66666666666666,19.444444444444446,12.727272727272727,5.74,2.09,0.14,2.4,0.418,7,"2.857075472",0.381,0.614,"-2.857075472",0.042,0.03699999999999998,-0.022,0.013,32.4,"39.6",6.026113770178624,2.5690804440671977,26.865799254040216,0.4411764705882353,36.563841549297116,27.860656869868066
208,606192,"Hernández, Teoscar",1057,19.7,0.396,0.377,0.4,0.774,0.502,0.418,0.354,21,53,88.2,12.4,2100,86.9,87.3,35,110,98,0.3999999999999915,6.57,110,152,123,148,302,323,295,"-8.016","8.016","71.6","7.7",54,45,11,5,0,5,8,14.8,1,1.9,2.52726,0.54481,0.35462,-0.35462,"92.2",178,40,6.666666666666667,5.555555555555555,5.66,2.17,0.13,2.44,0.407,3,"3.853846154",0.366,0.618,"-3.853846154",0.042,0.04099999999999998,0.156,0.084,31.8,"36.2",10.03930475316355,0.8887475492576076,31.963952175907906,0.39215686274509803,38.80235070859387,29.906499499365026
254,673357,"Robert Jr., Luis",1034,24.6,0.268,0.196,0.324,0.464,0.377,0.416,0.299,15,56,91.9,18.1,2238,88.5,88.64,37,128,126,0.09999999999999432,6.45,109,151,122,146,301,323,297,"-6.409","6.409","73.7","7.8",69,40,10,2,0,3,16,23.2,10,14.5,2.25713,0.70646,0.46157,-0.46157,"92.7",182,42.5,15,8.695652173913043,5.88,1.98,0.23,2.53,0.388,6,"2.523228346",0.414,0.557,"-2.523228346",-0.031,-0.025999999999999968,-0.093,-0.039,28.9,"37.0",9.380036766098096,-1.7249055805630582,36.658262365744505,0.5196850393700787,37.096671325831124,27.42144724162745
343,650402,"Torres, Gleyber",1211,28.3,0.303,0.258,0.298,0.561,0.416,0.414,0.291,20,66,91.7,16.6,2140,87.9,88.13,23,132,211,0.19999999999998863,6.42,109,152,122,147,304,327,293,"-8.235","8.235","69.8","7.2",80,60,9,8,0,3,7,8.8,13,16.3,2.36312,0.62204,0.45636,-0.45636,"92.5",193,45,10,7.5,5.69,2.16,0.25,2.31,0.412,6,"2.400874636",0.403,0.579,"-2.400874636",0.012,0.008999999999999952,-0.018,0.002,17.4,"38.1",9.521464064034618,1.8762745409111545,35.06927920706467,0.5748031496062992,35.448210647826684,31.587077502148617
263,621043,"Correa, Carlos",1032,25.5,0.305,0.271,0.318,0.576,0.401,0.414,0.326,18,59,91.5,11.9,2214,87.7,87.8,29,127,136,0.09999999999999432,6.46,107,152,124,148,302,325,290,"-3.802","3.802","72.0","7.4",64,48,10,4,0,4,11,17.2,5,7.8,2.55057,0.46814,0.46447,-0.46447,"93.8",174,52.083333333333336,10.416666666666668,7.8125,5.7,2.27,0.23,2.22,0.359,5,"1.445627376",0.38,0.595,"-1.445627376",-0.021,-0.02100000000000002,-0.019,-0.013,22.8,"33.8",10.092907446199789,-3.8459531781009444,31.774137098429375,0.48739495798319327,39.22561413027911,29.143335845300765
445,665742,"Soto, Juan",1552,28.7,0.295,0.205,0.333,0.5,0.401,0.414,0.292,23,78,91.3,11,2318,88.6,88.53,36,160,285,-0.09999999999999432,6.38,115,147,123,151,297,326,304,"-8.65","8.65","70.2","6.9",101,61,15,4,0,4,20,19.8,19,18.8,2.48616,0.47149,0.23568,0.23568,"92.5",157,42.62295081967213,11.475409836065573,6.9306930693069315,5.74,2.09,-0.17,2.11,0.426,7,"1.943820225",0.434,0.488,"-1.943820225",0.003,-0.008000000000000007,0.012,-0.013,22.5,"36.1",9.443717448589101,6.933762005001676,28.07929666941408,0.6012658227848101,38.86519214055724,22.19170712926802
96,518595,"d'Arnaud, Travis",468,20.5,0.25,0.286,0.294,0.536,0.346,0.413,0.289,7,28,88.8,13,2113,88.3,87.93,22,57,39,-0.3999999999999915,6.22,112,153,124,148,306,324,292,"-0.335","0.335","69.8","7.9",29,19,3,2,0,2,9,31,0,0,2.35729,0.62187,0.58406,-0.58406,"91.9",174,42.10526315789473,21.052631578947366,13.793103448275861,5.92,2.21,0.06,2.17,0.276,4,"0.348958333",0.314,0.677,"-0.348958333",-0.039,-0.03799999999999998,-0.141,-0.067,38.6,"37.9",14.908670753720987,-5.469040566016023,34.057124307531545,0.45454545454545453,38.941532700876735,32.373372770457664
220,606466,"Marte, Ketel",863,25.5,0.25,0.219,0.25,0.469,0.346,0.413,0.321,16,64,91.4,13.5,2145,86.5,86.66,23,115,105,0.20000000000000284,6.42,109,153,122,148,305,327,296,"-1.802","1.802","77.2","8.0",71,55,8,5,0,3,9,12.7,5,7,2.55841,0.539,0.30373,-0.30373,"94.2",141,47.27272727272727,12.727272727272727,9.859154929577464,5.78,2.26,0.08,2.25,0.324,7,"0.819090909",0.388,0.578,"-0.819090909",-0.071,-0.064,-0.109,-0.067,20,"36.4",7.214396126472423,-8.164711699018817,31.33235485240506,0.49557522123893805,33.73549848110131,36.87062886488752
243,642708,"Rosario, Amed",414,58.7,0.314,0.229,0.306,0.543,0.38,0.412,0.354,22,70,93,13.7,2136,87.4,87.5,24,137,106,0.09999999999999432,6.4,106,151,119,146,304,320,291,"-2.597","2.597","73.4","7.4",75,65,12,7,0,3,6,8,4,5.3,2.43848,0.59136,0.56457,-0.56457,"92.9",154,49.23076923076923,6.153846153846154,5.333333333333334,5.84,2.15,0.26,2.16,0.347,4,"1.06872428",0.389,0.573,"-1.06872428",-0.04,-0.04200000000000004,-0.03,-0.032,17.5,"37.8",6.700793980173556,-6.5626421446046805,32.1361079157354,0.518796992481203,31.65558665981343,33.352788360225695
41,676801,"McCormick, Chas",193,21.2,0.375,0.25,0.429,0.625,0.483,0.411,0.278,3,8,83.6,29.8,2341,89.3,89.55,3,21,20,0.20000000000000284,6.6,107,151,114,148,300,322,285,"-1.452","1.452","71.0","7.7",11,8,1,2,0,0,1,9.1,1,9.1,2.0278,0.8878,0.24732,-0.24732,"91.8",200,37.5,0,0,5.53,1.84,-0.37,2.69,0.5,0,"3.541463415",0.423,0.518,"-3.541463415",0.097,0.07700000000000001,0.107,0.072,14.3,"35.4",21.065405826502293,-2.794101359541323,35.288993777676325,0.3684210526315789,36.833833945088905,28.977053917449357
91,695506,"Caglianone, Jac",272,33.5,0.222,0.259,0.2,0.481,0.313,0.407,0.317,6,27,84.8,-8,2347,88.4,88.5,15,47,44,0.09999999999999432,6.41,116,148,130,153,302,328,306,"1.023","-1.023","75.1","7.3",28,22,3,1,0,2,5,17.9,1,3.6,2.58099,0.39789,0.35901,0.35901,"94.3",139,50,13.636363636363635,10.714285714285714,5.61,2.06,-0.16,2.28,0.25,3,"-1.124175824",0.341,0.627,"1.124175824",-0.095,-0.09100000000000003,-0.146,-0.094,31.9,"34.4",6.463871353584539,1.1352405624617468,27.111977045949885,0.3829787234042553,36.559547235644196,29.494892092184
320,547180,"Harper, Bryce",945,33.9,0.274,0.202,0.295,0.476,0.355,0.407,0.315,23,84,89.3,11.3,2366,87.6,87.84,74,193,127,0.20000000000000284,6.51,116,147,126,151,296,325,300,"-3.562","3.562","70.7","7.4",92,66,16,2,0,5,18,19.6,7,7.6,2.54772,0.47703,-0.02918,-0.02918,"92.8",167,51.515151515151516,12.121212121212121,8.695652173913043,5.86,1.91,-0.4,2.15,0.337,8,"1.113125",0.375,0.578,"-1.113125",-0.041,-0.03799999999999998,-0.102,-0.052,38.3,"38.1",12.963421458170613,-6.157440597489292,34.08723492082863,0.47058823529411764,40.82212255783193,35.52222270167202
